CustomerID,OrderID,Product,Quantity,UnitPrice,PurchaseDate,Country,Total
1423,5423,Printer,5,19.92,2022-04-10,UK,99.60000000000001
1903,5424,Monitor,5,80.88,2022-08-05,Australia,404.4
1864,5425,Smartphone,3,449.42,2022-05-17,Germany,1348.26
1824,5426,Gaming Console,2,355.12,2022-12-09,Japan,710.24
1327,5427,Keyboard,6,439.02,2022-01-17,India,2634.12
1044,5428,Headphones,5,104.86,2022-06-04,India,524.3
1374,5429,Tablet,2,183.84,2022-04-14,Germany,367.68
1661,5430,Headphones,3,329.56,2022-11-25,France,988.6800000000001
1844,5431,Mouse,1,442.27,2022-07-30,USA,442.27
1312,5432,Headphones,10,439.33,2022-03-04,Canada,4393.3
1765,5433,Headphones,4,246.79,2022-04-16,Australia,987.16
1384,5434,Mouse,6,475.84,2022-11-19,Australia,2855.04
1460,5435,Printer,6,320.47,2022-05-10,Germany,1922.8200000000002
1145,5436,Gaming Console,6,63.87,2022-03-12,Canada,383.21999999999997
1229,5437,Gaming Console,3,197.99,2022-01-23,Germany,593.97
1383,5438,Printer,1,326.64,2022-02-24,Japan,326.64
1830,5439,Laptop,9,31.43,2022-06-09,Germany,282.87
1554,5440,Mouse,2,112.79,2022-03-27,UK,225.58
1075,5441,Monitor,8,24.37,2022-03-15,India,194.96
1415,5442,Gaming Console,5,33.31,2022-04-02,USA,166.55
1374,5443,Smartwatch,7,469.79,2022-05-28,Australia,3288.53
1143,5444,Keyboard,10,47.6,2022-12-23,Canada,476.0
1149,5445,Keyboard,5,485.89,2022-10-31,India,2429.45
1161,5446,Mouse,1,42.02,2022-04-24,Germany,42.02
1343,5447,Keyboard,10,77.49,2022-06-08,India,774.9
1911,5448,Smartphone,8,21.55,2022-10-22,USA,172.4
1105,5449,Tablet,4,440.13,2022-05-16,Germany,1760.52
1173,5450,Laptop,4,440.9,2022-07-05,Germany,1763.6
1366,5451,Smartphone,2,342.3,2022-07-25,Australia,684.6
1789,5452,Printer,8,143.27,2022-10-27,Germany,1146.16
1696,5453,Laptop,2,218.29,2022-07-16,UK,436.58
1028,5454,Keyboard,3,361.4,2022-08-06,UK,1084.1999999999998
1070,5455,Smartwatch,4,496.92,2022-12-28,France,1987.68
1567,5456,Laptop,9,291.39,2022-01-24,France,2622.5099999999998
1961,5457,Gaming Console,8,376.42,2022-09-11,Germany,3011.36
1693,5458,Printer,10,298.68,2022-03-11,Canada,2986.8
1845,5459,Headphones,1,420.61,2022-06-10,Canada,420.61
1381,5460,Laptop,10,82.53,2022-11-10,France,825.3
1019,5461,Tablet,3,69.38,2022-01-19,UK,208.14
1233,5462,Keyboard,4,135.58,2022-09-27,Germany,542.32
1892,5463,Keyboard,8,186.31,2022-05-10,France,1490.48
1413,5464,Smartwatch,8,350.85,2022-05-10,Germany,2806.8
1689,5465,Monitor,6,151.38,2022-07-08,USA,908.28
1451,5466,Headphones,4,171.73,2022-04-29,France,686.92
1237,5467,Smartphone,7,193.42,2022-08-14,India,1353.9399999999998
1806,5468,Mouse,4,403.49,2022-06-25,USA,1613.96
1202,5469,Mouse,9,391.36,2022-09-20,Japan,3522.2400000000002
1245,5470,Smartphone,9,369.23,2022-08-20,France,3323.07
1879,5471,Laptop,7,432.64,2022-06-27,Australia,3028.48
1976,5472,Monitor,4,337.34,2022-03-25,Germany,1349.36
1131,5473,Monitor,10,69.75,2022-06-02,USA,697.5
1859,5474,Keyboard,10,459.25,2022-04-17,India,4592.5
1043,5475,Printer,6,498.64,2022-04-28,Canada,2991.84
1994,5476,Monitor,10,273.3,2022-12-25,USA,2733.0
1604,5477,Tablet,1,175.92,2022-05-03,Japan,175.92
1356,5478,Gaming Console,4,150.87,2022-05-29,UK,603.48
1532,5479,Printer,10,104.52,2022-08-07,India,1045.2
1252,5480,Gaming Console,5,259.26,2022-12-02,USA,1296.3
1513,5481,Laptop,6,21.18,2022-09-03,UK,127.08
1180,5482,Smartphone,3,360.39,2022-10-05,USA,1081.17
1744,5483,Smartwatch,6,52.89,2022-05-18,USA,317.34000000000003
1788,5484,Printer,2,151.72,2022-07-22,USA,303.44
1411,5485,Tablet,6,272.6,2022-01-04,Australia,1635.6000000000001
1412,5486,Mouse,4,368.12,2022-10-03,UK,1472.48
1103,5487,Gaming Console,8,153.86,2022-06-18,UK,1230.88
1613,5488,Gaming Console,1,129.16,2022-01-14,Australia,129.16
1691,5489,Smartphone,7,395.18,2022-03-10,USA,2766.26
1827,5490,Laptop,9,484.6,2022-12-18,France,4361.400000000001
1555,5491,Monitor,3,48.87,2022-07-20,UK,146.60999999999999
1702,5492,Mouse,3,88.69,2022-05-16,UK,266.07
1953,5493,Keyboard,4,289.01,2022-07-17,Canada,1156.04
1699,5494,Smartphone,9,31.73,2022-04-17,France,285.57
1567,5495,Gaming Console,6,156.26,2022-03-05,Japan,937.56
1368,5496,Tablet,5,189.78,2022-07-29,UK,948.9
1973,5497,Monitor,2,179.05,2022-12-02,Canada,358.1
1896,5498,Laptop,6,126.91,2022-06-11,India,761.46
1805,5499,Monitor,9,367.38,2022-02-17,Canada,3306.42
1524,5500,Laptop,9,308.38,2022-10-06,USA,2775.42
1578,5501,Smartphone,6,392.94,2022-08-03,Germany,2357.64
1270,5502,Smartphone,2,45.08,2022-11-30,Germany,90.16
1058,5503,Headphones,3,138.59,2022-02-14,Australia,415.77
1258,5504,Monitor,5,434.84,2022-01-29,Germany,2174.2
1358,5505,Mouse,10,315.95,2022-08-27,Germany,3159.5
1927,5506,Smartwatch,1,45.21,2022-01-02,Australia,45.21
1258,5507,Smartwatch,5,20.87,2022-09-11,UK,104.35000000000001
1157,5508,Monitor,5,378.84,2022-11-11,Germany,1894.1999999999998
1222,5509,Printer,9,446.36,2022-08-13,Canada,4017.2400000000002
1702,5510,Tablet,6,344.97,2022-11-06,UK,2069.82
1445,5511,Smartwatch,7,37.9,2022-08-31,UK,265.3
1287,5512,Gaming Console,10,352.29,2022-05-13,USA,3522.9
1267,5513,Smartwatch,6,104.89,2022-09-05,India,629.34
1253,5514,Printer,8,107.54,2022-01-13,UK,860.32
1994,5515,Tablet,8,146.72,2022-04-07,France,1173.76
1506,5516,Monitor,8,185.44,2022-03-03,Australia,1483.52
1760,5517,Mouse,9,449.08,2022-10-03,India,4041.72
1626,5518,Mouse,4,303.29,2022-11-22,India,1213.16
1822,5519,Monitor,3,454.67,2022-06-21,Australia,1364.01
1946,5520,Tablet,3,437.65,2022-08-24,Canada,1312.9499999999998
1697,5521,Headphones,10,316.86,2022-03-26,India,3168.6000000000004
1102,5522,Gaming Console,3,410.0,2022-09-06,India,1230.0
1133,5523,Headphones,2,216.9,2022-08-15,Canada,433.8
1678,5524,Laptop,2,229.31,2022-11-19,UK,458.62
1203,5525,Smartphone,9,263.99,2022-10-11,UK,2375.91
1277,5526,Gaming Console,7,334.35,2022-10-25,Germany,2340.4500000000003
1265,5527,Keyboard,9,498.63,2022-01-26,UK,4487.67
1150,5528,Headphones,1,292.36,2022-03-31,USA,292.36
1259,5529,Smartwatch,4,190.6,2022-01-12,France,762.4
1361,5530,Monitor,1,98.26,2022-03-30,Germany,98.26
1403,5531,Printer,9,299.79,2022-01-07,Australia,2698.11
1722,5532,Monitor,1,252.66,2022-07-15,France,252.66
1908,5533,Gaming Console,9,176.78,2022-12-05,France,1591.02
1849,5534,Headphones,8,41.54,2022-06-01,India,332.32
1880,5535,Monitor,3,45.32,2022-03-11,Canada,135.96
1890,5536,Smartphone,9,301.93,2022-08-16,Canada,2717.37
1176,5537,Gaming Console,5,443.49,2022-08-21,India,2217.45
1815,5538,Monitor,2,70.16,2022-08-07,Australia,140.32
1298,5539,Gaming Console,1,206.27,2022-07-23,Canada,206.27
1307,5540,Printer,4,412.72,2022-05-29,Canada,1650.88
1189,5541,Mouse,2,356.39,2022-05-20,USA,712.78
1490,5542,Keyboard,3,416.88,2022-08-22,India,1250.6399999999999
1487,5543,Smartwatch,3,469.73,2022-05-31,Canada,1409.19
1273,5544,Printer,4,23.84,2022-05-24,Australia,95.36
1216,5545,Smartphone,1,172.95,2022-03-21,UK,172.95
1554,5546,Smartwatch,6,378.31,2022-12-18,France,2269.86
1431,5547,Smartphone,10,422.27,2022-12-28,India,4222.7
1529,5548,Monitor,5,322.79,2022-06-24,Germany,1613.95
1605,5549,Smartwatch,4,348.25,2022-09-08,Japan,1393.0
1840,5550,Headphones,6,228.27,2022-06-28,Australia,1369.6200000000001
1482,5551,Keyboard,7,204.89,2022-08-31,India,1434.23
1097,5552,Mouse,9,137.31,2022-03-02,USA,1235.79
1584,5553,Printer,2,309.43,2022-04-25,Germany,618.86
1938,5554,Mouse,3,283.8,2022-02-28,Japan,851.4000000000001
1259,5555,Headphones,3,307.5,2022-09-14,Germany,922.5
1890,5556,Smartphone,8,267.95,2022-08-08,USA,2143.6
1107,5557,Gaming Console,9,115.41,2022-02-11,USA,1038.69
1196,5558,Smartphone,8,225.44,2022-01-31,India,1803.52
1497,5559,Laptop,4,402.25,2022-06-29,Japan,1609.0
1949,5560,Monitor,8,32.16,2022-07-27,Germany,257.28
1425,5561,Gaming Console,9,181.22,2022-06-21,UK,1630.98
1267,5562,Smartwatch,10,136.21,2022-11-30,Australia,1362.1000000000001
1381,5563,Smartphone,10,25.92,2022-12-29,Japan,259.20000000000005
1048,5564,Gaming Console,7,415.52,2022-09-03,India,2908.64
1214,5565,Smartwatch,6,314.76,2022-04-30,Japan,1888.56
1396,5566,Laptop,2,227.9,2022-11-07,Australia,455.8
1617,5567,Laptop,9,136.9,2022-06-01,UK,1232.1000000000001
1001,5568,Mouse,8,495.48,2022-08-07,Canada,3963.84
1792,5569,Mouse,7,299.11,2022-12-19,USA,2093.77
1477,5570,Headphones,5,435.01,2022-12-02,France,2175.05
1480,5571,Gaming Console,6,51.29,2022-06-24,France,307.74
1890,5572,Monitor,7,360.98,2022-05-14,Canada,2526.86
1073,5573,Laptop,1,198.48,2022-09-26,Germany,198.48
1705,5574,Smartphone,9,380.12,2022-06-14,Japan,3421.08
1147,5575,Smartwatch,10,150.66,2022-03-31,Australia,1506.6
1858,5576,Printer,4,298.63,2022-10-28,France,1194.52
1272,5577,Mouse,1,191.92,2022-04-16,Japan,191.92
1377,5578,Keyboard,5,33.34,2022-11-28,India,166.70000000000002
1183,5579,Printer,8,224.32,2022-09-15,UK,1794.56
1922,5580,Tablet,10,280.62,2022-08-28,Canada,2806.2
1725,5581,Laptop,6,177.68,2022-01-05,Australia,1066.08
1757,5582,Tablet,8,310.83,2022-02-24,Canada,2486.64
1281,5583,Monitor,1,262.36,2022-05-16,Canada,262.36
1995,5584,Keyboard,10,494.18,2022-06-13,France,4941.8
1175,5585,Smartphone,9,12.75,2022-03-26,France,114.75
1965,5586,Monitor,9,380.55,2022-09-03,Canada,3424.9500000000003
1272,5587,Smartwatch,2,264.85,2022-05-08,India,529.7
1480,5588,Smartwatch,9,442.56,2022-10-03,Germany,3983.04
1870,5589,Monitor,8,387.71,2022-01-02,USA,3101.68
1612,5590,Smartwatch,3,78.6,2022-12-21,Australia,235.79999999999998
1813,5591,Gaming Console,5,217.38,2022-11-05,Canada,1086.9
1703,5592,Tablet,7,211.63,2022-09-28,Canada,1481.4099999999999
1911,5593,Smartwatch,8,285.96,2022-01-09,Australia,2287.68
1482,5594,Tablet,8,110.17,2022-02-25,India,881.36
1059,5595,Smartphone,8,11.53,2022-03-22,Japan,92.24
1690,5596,Gaming Console,8,291.39,2022-10-19,UK,2331.12
1841,5597,Mouse,10,155.4,2022-03-10,USA,1554.0
1543,5598,Headphones,8,162.32,2022-09-09,UK,1298.56
1225,5599,Smartwatch,6,421.31,2022-09-24,Germany,2527.86
1074,5600,Mouse,8,154.31,2022-06-27,Australia,1234.48
1135,5601,Laptop,1,185.67,2022-05-18,USA,185.67
1891,5602,Smartwatch,4,346.64,2022-11-19,Japan,1386.56
1758,5603,Smartphone,9,306.73,2022-02-16,France,2760.57
1029,5604,Monitor,6,318.9,2022-03-30,Canada,1913.3999999999999
1784,5605,Printer,3,112.3,2022-11-07,Canada,336.9
1079,5606,Tablet,6,419.29,2022-09-17,Germany,2515.7400000000002
1717,5607,Tablet,6,91.08,2022-05-21,Canada,546.48
1571,5608,Monitor,4,75.07,2022-03-21,France,300.28
1354,5609,Printer,6,420.97,2022-12-13,UK,2525.82
1041,5610,Tablet,3,410.04,2022-08-22,UK,1230.1200000000001
1546,5611,Keyboard,6,38.69,2022-09-10,Canada,232.14
1682,5612,Mouse,5,421.27,2022-03-30,France,2106.35
1868,5613,Laptop,1,257.05,2022-08-11,India,257.05
1214,5614,Headphones,7,259.68,2022-05-16,USA,1817.76
1598,5615,Monitor,3,65.16,2022-06-29,Japan,195.48
1264,5616,Smartphone,9,184.51,2022-05-19,Australia,1660.59
1136,5617,Gaming Console,2,136.69,2022-08-14,Canada,273.38
1784,5618,Tablet,2,22.83,2022-12-27,India,45.66
1612,5619,Monitor,1,437.17,2022-11-10,Germany,437.17
1499,5620,Laptop,10,160.87,2022-02-03,Germany,1608.7
1218,5621,Keyboard,7,132.99,2022-04-21,France,930.9300000000001
1905,5622,Smartphone,6,286.24,2022-11-12,Canada,1717.44
1495,5623,Tablet,4,297.51,2022-04-03,Germany,1190.04
1559,5624,Laptop,6,51.63,2022-04-05,Germany,309.78000000000003
1530,5625,Printer,7,51.59,2022-02-01,India,361.13
1650,5626,Mouse,2,473.66,2022-01-10,Japan,947.32
1944,5627,Monitor,6,120.75,2022-01-31,UK,724.5
1966,5628,Tablet,1,162.36,2022-08-10,India,162.36
1200,5629,Gaming Console,3,244.4,2022-06-26,Australia,733.2
1354,5630,Tablet,10,34.1,2022-10-02,Germany,341.0
1571,5631,Smartwatch,10,440.8,2022-09-23,UK,4408.0
1792,5632,Tablet,3,299.95,2022-07-22,Australia,899.8499999999999
1490,5633,Keyboard,7,147.32,2022-10-30,France,1031.24
1942,5634,Smartphone,5,71.97,2022-07-06,France,359.85
1923,5635,Printer,8,348.73,2022-02-06,France,2789.84
1909,5636,Monitor,10,233.2,2022-05-29,Canada,2332.0
1203,5637,Smartwatch,8,484.3,2022-06-25,India,3874.4
1934,5638,Keyboard,5,476.57,2022-08-16,Australia,2382.85
1484,5639,Gaming Console,9,311.83,2022-12-04,Japan,2806.47
1732,5640,Tablet,5,449.5,2022-07-05,USA,2247.5
1047,5641,Headphones,10,450.59,2022-07-18,Canada,4505.9
1909,5642,Gaming Console,4,15.34,2022-03-19,UK,61.36
1303,5643,Printer,1,397.11,2022-05-05,France,397.11
1930,5644,Smartwatch,9,416.42,2022-10-29,UK,3747.78
1782,5645,Laptop,10,38.92,2022-06-07,Australia,389.20000000000005
1121,5646,Smartwatch,10,20.48,2022-05-01,Japan,204.8
1152,5647,Tablet,10,285.48,2022-04-06,Japan,2854.8
1747,5648,Smartwatch,4,99.35,2022-04-20,USA,397.4
1256,5649,Smartphone,10,308.64,2022-07-07,Germany,3086.3999999999996
1475,5650,Tablet,6,234.57,2022-12-29,Germany,1407.42
1839,5651,Tablet,2,238.47,2022-08-13,France,476.94
1832,5652,Tablet,8,144.5,2022-09-23,Germany,1156.0
1370,5653,Smartphone,3,85.58,2022-12-14,Germany,256.74
1304,5654,Smartphone,3,206.45,2022-09-27,India,619.3499999999999
1055,5655,Mouse,7,341.22,2022-07-16,Australia,2388.54
1571,5656,Mouse,5,240.32,2022-12-31,Australia,1201.6
1821,5657,Printer,9,404.35,2022-03-14,India,3639.15
1497,5658,Keyboard,4,488.74,2022-07-23,Australia,1954.96
1581,5659,Smartphone,10,193.83,2022-09-29,France,1938.3000000000002
1201,5660,Smartphone,5,29.27,2022-07-20,USA,146.35
1473,5661,Gaming Console,10,468.89,2022-03-20,India,4688.9
1701,5662,Keyboard,4,113.96,2022-03-29,Japan,455.84
1999,5663,Smartphone,6,448.87,2022-10-25,UK,2693.2200000000003
1808,5664,Tablet,7,458.01,2022-01-15,USA,3206.0699999999997
1479,5665,Laptop,6,194.06,2022-06-25,Canada,1164.3600000000001
1795,5666,Gaming Console,3,367.04,2022-09-30,Germany,1101.1200000000001
1958,5667,Laptop,2,63.5,2022-08-18,Germany,127.0
1018,5668,Keyboard,1,56.82,2022-08-25,Canada,56.82
1413,5669,Mouse,1,431.56,2022-11-13,Germany,431.56
1779,5670,Smartwatch,3,57.21,2022-03-07,Germany,171.63
1679,5671,Laptop,3,263.91,2022-02-14,Canada,791.73
1786,5672,Keyboard,3,42.94,2022-05-18,USA,128.82
1519,5673,Printer,2,34.88,2022-08-17,Germany,69.76
1739,5674,Laptop,8,97.3,2022-11-22,Australia,778.4
1174,5675,Keyboard,8,201.97,2022-03-23,UK,1615.76
1965,5676,Smartphone,3,189.68,2022-11-05,Japan,569.04
1415,5677,Tablet,9,98.6,2022-10-05,USA,887.4
1383,5678,Gaming Console,1,294.99,2022-06-16,UK,294.99
1859,5679,Mouse,5,446.4,2022-11-14,Australia,2232.0
1350,5680,Tablet,4,191.07,2022-09-20,India,764.28
1496,5681,Printer,1,197.62,2022-08-16,Australia,197.62
1609,5682,Smartphone,7,153.04,2022-09-13,UK,1071.28
1807,5683,Smartphone,4,232.67,2022-03-11,Japan,930.68
1331,5684,Headphones,2,31.53,2022-03-21,France,63.06
1266,5685,Mouse,5,52.85,2022-11-08,India,264.25
1803,5686,Gaming Console,9,410.4,2022-03-22,Australia,3693.6
1377,5687,Mouse,2,333.76,2022-03-17,India,667.52
1145,5688,Smartwatch,1,49.27,2022-06-16,France,49.27
1437,5689,Keyboard,4,267.6,2022-03-22,India,1070.4
1559,5690,Laptop,4,151.17,2022-01-21,Australia,604.68
1736,5691,Laptop,9,40.26,2022-01-29,Australia,362.34
1411,5692,Keyboard,9,376.06,2022-12-30,France,3384.54
1902,5693,Smartphone,2,342.37,2022-10-24,USA,684.74
1520,5694,Headphones,3,394.52,2022-05-20,Canada,1183.56
1430,5695,Smartwatch,2,364.76,2022-12-22,Japan,729.52
1752,5696,Mouse,10,487.83,2022-11-29,Japan,4878.3
1191,5697,Laptop,3,475.83,2022-06-10,France,1427.49
1984,5698,Mouse,6,329.85,2022-08-08,UK,1979.1000000000001
1279,5699,Mouse,1,65.71,2022-04-10,USA,65.71
1978,5700,Monitor,8,457.8,2022-05-23,Japan,3662.4
1415,5701,Mouse,8,251.16,2022-06-28,UK,2009.28
1968,5702,Monitor,4,238.51,2022-10-07,Germany,954.04
1929,5703,Mouse,2,28.03,2022-05-24,Australia,56.06
1957,5704,Mouse,7,71.97,2022-11-06,Canada,503.78999999999996
1247,5705,Laptop,4,248.57,2022-12-09,Canada,994.28
1855,5706,Monitor,6,127.89,2022-06-01,Germany,767.34
1869,5707,Headphones,9,321.3,2022-01-20,India,2891.7000000000003
1222,5708,Laptop,9,97.03,2022-12-17,Germany,873.27
1354,5709,Smartphone,3,358.82,2022-06-06,Japan,1076.46
1089,5710,Keyboard,5,185.9,2022-11-01,UK,929.5
1917,5711,Laptop,1,212.77,2022-11-19,France,212.77
1768,5712,Mouse,8,205.98,2022-12-30,Germany,1647.84
1913,5713,Smartwatch,3,446.37,2022-09-11,Japan,1339.1100000000001
1843,5714,Monitor,7,315.29,2022-01-27,Canada,2207.03
1940,5715,Mouse,2,352.51,2022-07-29,France,705.02
1403,5716,Laptop,1,278.2,2022-02-06,UK,278.2
1105,5717,Smartwatch,8,480.32,2022-04-23,Japan,3842.56
1772,5718,Headphones,1,98.5,2022-10-01,Germany,98.5
1446,5719,Gaming Console,4,277.66,2022-11-24,India,1110.64
1630,5720,Printer,9,46.41,2022-08-24,France,417.68999999999994
1168,5721,Headphones,3,26.63,2022-05-23,USA,79.89
1030,5722,Printer,4,37.24,2022-06-22,Australia,148.96
1733,5723,Monitor,5,47.46,2022-12-20,UK,237.3
1263,5724,Smartwatch,7,225.78,2022-02-18,France,1580.46
1645,5725,Tablet,1,399.27,2022-03-08,Canada,399.27
1430,5726,Smartphone,3,356.04,2022-03-17,Canada,1068.1200000000001
1931,5727,Gaming Console,3,450.25,2022-07-24,USA,1350.75
1182,5728,Smartwatch,10,224.1,2022-02-14,Australia,2241.0
1661,5729,Smartphone,10,34.82,2022-07-26,Japan,348.2
1110,5730,Keyboard,2,383.05,2022-01-31,Japan,766.1
1681,5731,Laptop,1,11.72,2022-05-10,India,11.72
1341,5732,Headphones,1,29.7,2022-08-15,UK,29.7
1221,5733,Smartphone,8,82.1,2022-08-10,France,656.8
1211,5734,Gaming Console,5,172.75,2022-06-06,India,863.75
1267,5735,Monitor,10,367.35,2022-01-03,Japan,3673.5
1670,5736,Smartphone,4,151.96,2022-01-11,France,607.84
1129,5737,Smartphone,8,12.1,2022-11-13,Australia,96.8
1692,5738,Monitor,5,305.68,2022-04-02,USA,1528.4
1566,5739,Monitor,5,335.1,2022-04-04,Australia,1675.5
1892,5740,Headphones,6,199.74,2022-12-04,Australia,1198.44
1862,5741,Keyboard,9,183.58,2022-06-20,France,1652.22
1002,5742,Headphones,2,462.14,2022-03-18,France,924.28
1181,5743,Smartwatch,9,284.97,2022-09-05,Canada,2564.7300000000005
1459,5744,Mouse,5,440.84,2022-08-17,Germany,2204.2
1495,5745,Keyboard,4,349.67,2022-11-08,India,1398.68
1934,5746,Laptop,9,309.77,2022-01-29,India,2787.93
1424,5747,Smartphone,3,487.49,2022-06-17,USA,1462.47
1048,5748,Tablet,4,407.72,2022-01-21,USA,1630.88
1087,5749,Keyboard,10,339.6,2022-10-14,Canada,3396.0
1376,5750,Laptop,1,14.01,2022-11-29,Germany,14.01
1052,5751,Monitor,7,329.74,2022-03-03,France,2308.1800000000003
1174,5752,Smartphone,7,70.39,2022-02-11,France,492.73
1336,5753,Monitor,6,136.25,2022-12-17,UK,817.5
1899,5754,Gaming Console,3,396.59,2022-08-21,France,1189.77
1944,5755,Printer,10,325.39,2022-04-07,Australia,3253.8999999999996
1013,5756,Smartphone,5,155.8,2022-10-01,Australia,779.0
1402,5757,Keyboard,1,456.44,2022-05-28,UK,456.44
1098,5758,Smartphone,5,359.54,2022-05-23,Japan,1797.7
1231,5759,Printer,8,192.18,2022-12-13,Australia,1537.44
1253,5760,Smartphone,2,156.95,2022-02-21,India,313.9
1532,5761,Headphones,10,103.84,2022-04-04,France,1038.4
1164,5762,Smartphone,5,26.71,2022-04-07,France,133.55
1321,5763,Tablet,6,76.06,2022-12-07,UK,456.36
1460,5764,Keyboard,1,12.26,2022-06-23,Germany,12.26
1524,5765,Gaming Console,8,76.04,2022-03-20,Australia,608.32
1052,5766,Gaming Console,7,33.76,2022-04-02,Canada,236.32
1453,5767,Smartphone,10,27.68,2022-01-06,Australia,276.8
1838,5768,Keyboard,1,490.17,2022-04-02,Japan,490.17
1194,5769,Smartphone,10,428.48,2022-08-13,Japan,4284.8
1215,5770,Laptop,3,60.1,2022-07-27,Germany,180.3
1253,5771,Headphones,2,454.2,2022-07-16,USA,908.4
1558,5772,Smartphone,8,255.91,2022-04-15,India,2047.28
1664,5773,Monitor,5,485.5,2022-11-23,India,2427.5
1709,5774,Printer,8,268.19,2022-07-07,India,2145.52
1207,5775,Monitor,2,120.56,2022-04-18,Australia,241.12
1151,5776,Keyboard,7,45.21,2022-03-04,UK,316.47
1625,5777,Smartphone,6,392.04,2022-07-28,Germany,2352.2400000000002
1215,5778,Smartwatch,7,309.5,2022-05-11,India,2166.5
1753,5779,Smartwatch,10,220.07,2022-04-25,Australia,2200.7
1565,5780,Keyboard,4,479.72,2022-07-15,India,1918.88
1463,5781,Gaming Console,10,460.87,2022-11-20,France,4608.7
1105,5782,Headphones,9,165.99,2022-03-31,Canada,1493.91
1993,5783,Monitor,4,41.32,2022-10-04,UK,165.28
1639,5784,Smartphone,2,272.39,2022-06-26,USA,544.78
1029,5785,Smartphone,2,98.13,2022-02-18,USA,196.26
1396,5786,Headphones,8,293.24,2022-12-27,Australia,2345.92
1843,5787,Monitor,7,99.36,2022-03-10,Canada,695.52
1323,5788,Headphones,8,32.89,2022-07-15,Japan,263.12
1624,5789,Printer,8,229.77,2022-02-06,Australia,1838.16
1865,5790,Mouse,5,77.86,2022-11-21,India,389.3
1249,5791,Gaming Console,3,292.31,2022-07-02,Japan,876.9300000000001
1667,5792,Laptop,9,325.64,2022-08-26,Germany,2930.7599999999998
1149,5793,Monitor,6,399.38,2022-08-26,France,2396.2799999999997
1042,5794,Gaming Console,5,127.66,2022-05-18,UK,638.3
1915,5795,Smartphone,9,24.05,2022-03-19,UK,216.45000000000002
1290,5796,Gaming Console,8,139.11,2022-12-15,UK,1112.88
1641,5797,Keyboard,4,161.7,2022-11-20,Australia,646.8
1365,5798,Tablet,10,19.14,2022-12-18,UK,191.4
1976,5799,Laptop,7,168.97,2022-08-15,France,1182.79
1685,5800,Monitor,4,447.43,2022-04-04,Japan,1789.72
1289,5801,Tablet,6,231.32,2022-05-24,India,1387.92
1364,5802,Smartwatch,3,381.04,2022-03-15,Canada,1143.1200000000001
1689,5803,Smartwatch,6,384.34,2022-04-17,Australia,2306.04
1850,5804,Smartphone,3,444.01,2022-12-06,Japan,1332.03
1952,5805,Smartphone,10,399.33,2022-01-01,Australia,3993.2999999999997
1377,5806,Laptop,6,419.21,2022-07-29,USA,2515.2599999999998
1567,5807,Keyboard,7,23.64,2022-02-17,India,165.48000000000002
1787,5808,Printer,10,205.12,2022-12-22,USA,2051.2
1381,5809,Mouse,1,188.64,2022-03-20,India,188.64
1538,5810,Keyboard,6,258.05,2022-06-02,Australia,1548.3000000000002
1098,5811,Keyboard,2,29.46,2022-10-06,Canada,58.92
1590,5812,Headphones,8,142.21,2022-02-14,USA,1137.68
1845,5813,Smartwatch,9,66.13,2022-06-06,Australia,595.17
1130,5814,Keyboard,5,325.47,2022-11-12,India,1627.3500000000001
1128,5815,Tablet,5,489.38,2022-11-17,Germany,2446.9
1127,5816,Printer,8,371.72,2022-05-20,Japan,2973.76
1273,5817,Mouse,6,282.91,2022-06-21,Germany,1697.46
1642,5818,Smartphone,2,317.51,2022-11-11,UK,635.02
1116,5819,Laptop,8,458.82,2022-05-30,India,3670.56
1871,5820,Printer,9,449.67,2022-06-02,USA,4047.03
1961,5821,Smartphone,4,284.85,2022-04-03,Japan,1139.4
1367,5822,Headphones,1,197.58,2022-10-29,Japan,197.58
1083,5823,Monitor,2,250.44,2022-04-23,Japan,500.88
1494,5824,Printer,3,296.41,2022-12-26,Japan,889.23
1540,5825,Printer,8,221.24,2022-10-10,France,1769.92
1758,5826,Keyboard,1,139.74,2022-06-22,France,139.74
1763,5827,Mouse,2,399.63,2022-03-29,Japan,799.26
1197,5828,Smartphone,8,472.93,2022-06-30,France,3783.44
1343,5829,Tablet,4,118.1,2022-10-06,Japan,472.4
1120,5830,Headphones,7,409.52,2022-01-03,France,2866.64
1013,5831,Tablet,1,427.84,2022-02-23,India,427.84
1037,5832,Keyboard,8,312.47,2022-05-25,Japan,2499.76
1398,5833,Printer,2,82.69,2022-06-20,France,165.38
1963,5834,Smartphone,6,244.57,2022-07-02,France,1467.42
1937,5835,Printer,1,221.81,2022-01-05,Germany,221.81
1071,5836,Smartphone,10,191.27,2022-05-22,UK,1912.7
1986,5837,Laptop,8,140.92,2022-02-18,UK,1127.36
1840,5838,Monitor,3,391.53,2022-10-19,Germany,1174.59
1622,5839,Headphones,5,135.65,2022-09-20,Australia,678.25
1735,5840,Laptop,9,375.61,2022-02-21,UK,3380.4900000000002
1731,5841,Smartwatch,9,150.78,2022-06-09,Germany,1357.02
1852,5842,Laptop,10,207.83,2022-05-09,USA,2078.3
1243,5843,Headphones,4,430.83,2022-09-04,Germany,1723.32
1854,5844,Smartwatch,6,28.9,2022-01-03,USA,173.39999999999998
1086,5845,Smartphone,1,397.15,2022-01-01,Japan,397.15
1681,5846,Headphones,2,266.11,2022-07-03,Australia,532.22
